airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,24,1,2022,0,06:20,08:15,jaipur,mumbai,1h 55m,E,direct,3134,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,19:45,01:45,jaipur,mumbai,6h 00m,E,1 stop,4037,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,19:30,01:45,jaipur,mumbai,6h 15m,E,1 stop,4937,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,19:45,04:10,jaipur,mumbai,8h 25m,E,1 stop,5272,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,19:30,04:10,jaipur,mumbai,8h 40m,E,1 stop,5294,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,07:40,16:35,jaipur,mumbai,8h 55m,E,1 stop,5326,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,07:40,18:15,jaipur,mumbai,10h 35m,E,1 stop,5433,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,19:45,07:10,jaipur,mumbai,11h 25m,E,1 stop,5753,20211229-1705,4559.0,3134
SpiceJet,24,1,2022,0,08:30,10:35,jaipur,mumbai,2h 05m,E,direct,7051,20211229-1705,4559.0,3134
SpiceJet,24,1,2022,0,08:45,07:25,jaipur,mumbai,22h 40m,E,1 stop,3134,20211229-1705,4559.0,3134
AirAsia India,24,1,2022,0,23:50,06:35,jaipur,mumbai,6h 45m,E,1 stop,3744,20211229-1705,4559.0,3134
GoFirst,24,1,2022,0,08:45,10:55,jaipur,mumbai,2h 10m,E,direct,3764,20211229-1705,4559.0,3134
GoFirst,24,1,2022,0,21:45,23:30,jaipur,mumbai,1h 45m,E,direct,3764,20211229-1705,4559.0,3134
IndiGo,24,1,2022,0,19:45,09:25,jaipur,mumbai,13h 40m,E,1 stop,3867,20211229-1705,4559.0,3134
SpiceJet,24,1,2022,0,09:40,08:40,jaipur,mumbai,23h 00m,E,1 stop,3875,20211229-1705,4559.0,3134
